id,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,authors_t,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_pk,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,IPNIPUB,label,refurl
urn:lsid:ipni.org:names:77366640-1,Hymenophyllaceae Trichomanes vittaria DC. ex Poir.,(DC. ex Poir.),17233050-1,,,1: 4,,,,,,,,,,,,02/08/2025 17:59,04/08/2025 09:13,,,Hymenophyllaceae,Neuromanes vittaria,Neuromanes vittaria,Neuromanes,(DC. ex Poir.) Trevis.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,17161720-1,Herb. Crypt. Trevis.,urn:lsid:ipni.org:publications:20058927-1,1851,1851,,Trevis.,spec.,Herb. Crypt. Trevis. 1: 4. 1851 ,,,,,11,vittaria,,,f,t,,,,,,,Trevis.@10816-1@1@aut$DC.@16855-1@2@bas$Poir.@24945-1@3@basEx,,,comb. nov.,,1.3,f,neuromanes~vittaria,hymenophyllaceaeneuromanes~vittaria~,,wfo-1000083931,,,,,,,Herb. Crypt. Trevis. 1: 4 (1851),IPNI Record: 77366640-1,https://www.ipni.org/n/77366640-1
urn:lsid:ipni.org:names:77366641-1,Dennstaedtiaceae Lindsaea membranacea Kunze,(Kunze),17135640-1,,,1: 8,,,,,,,,,,,,02/08/2025 18:03,04/08/2025 09:17,,,Dennstaedtiaceae,Schizoloma membranaceum,Schizoloma membranaceum,Schizoloma,(Kunze) Trevis.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,30019907-2,Herb. Crypt. Trevis.,urn:lsid:ipni.org:publications:20058927-1,1851,1851,,Trevis.,spec.,Herb. Crypt. Trevis. 1: 8. 1851 ,,,,,11,membranaceum,,,f,t,,,,,,,Trevis.@10816-1@1@aut$Kunze@21870-1@2@bas,,,comb. nov.,,1.3,f,schizoloma~membranaceum,dennstaedtiaceaeschizoloma~membranaceum~,,wfo-1000083534,,,,,,,Herb. Crypt. Trevis. 1: 8 (1851),IPNI Record: 77366641-1,https://www.ipni.org/n/77366641-1
urn:lsid:ipni.org:names:77366642-1,Blechnaceae Lomaria integrifolia Kaulf.,(Kaulf.),17139510-1,,,1: 13,,,,,,,,,,,,02/08/2025 18:06,04/08/2025 09:25,,,Pteridaceae,Acrostichum integrifolium,Acrostichum integrifolium,Acrostichum,(Kaulf.) Trevis.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,30007207-2,Herb. Crypt. Trevis.,urn:lsid:ipni.org:publications:20058927-1,1851,1851,,Trevis.,spec.,Herb. Crypt. Trevis. 1: 13. 1851 ,,,,,11,integrifolium,,,f,t,,,,,,,Kaulf.@4673-1@2@bas$Trevis.@10816-1@1@aut,,,comb. nov.,,1.3,f,acrostichum~integrifolium,pteridaceaeacrostichum~integrifolium~,,wfo-1000083535,,,,,,,Herb. Crypt. Trevis. 1: 13 (1851),IPNI Record: 77366642-1,https://www.ipni.org/n/77366642-1
urn:lsid:ipni.org:names:77366643-1,Blechnaceae Lomaria variabilis Willd.,(Willd.),17140900-1,,,1: 13,,,,,,,,,,,,02/08/2025 18:12,04/08/2025 09:27,,,Pteridaceae,Acrostichum variabile,Acrostichum variabile,Acrostichum,(Willd.) Trevis.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,30007207-2,Herb. Crypt. Trevis.,urn:lsid:ipni.org:publications:20058927-1,1851,1851,,Trevis.,spec.,Herb. Crypt. Trevis. 1: 13. 1851 ,,,,,11,variabile,,,f,t,,,,,,,Trevis.@10816-1@1@aut$Willd.@11692-1@2@bas,,,comb. nov.,,1.3,f,acrostichum~variabile,pteridaceaeacrostichum~variabile~,,wfo-1000083932,,,,,,,Herb. Crypt. Trevis. 1: 13 (1851),IPNI Record: 77366643-1,https://www.ipni.org/n/77366643-1
urn:lsid:ipni.org:names:77366644-1,Polypodiaceae Polypodium willdenowii Bory,(Bory),17205010-1,,,1: 12,,,,,,,,,,,,02/08/2025 18:18,04/08/2025 09:28,,,Dipteridaceae,Phymatodes willdenowii,Phymatodes willdenowii,Phymatodes,(Bory) Trevis.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,30007555-2,Herb. Crypt. Trevis.,urn:lsid:ipni.org:publications:20058927-1,1851,1851,,Trevis.,spec.,Herb. Crypt. Trevis. 1: 12. 1851 ,,,,,11,willdenowii,,,f,t,,,,,,,Bory@16366-1@2@bas$Trevis.@10816-1@1@aut,,,comb. nov.,,1.3,f,phymatodes~willdenowii,dipteridaceaephymatodes~willdenowii~,,wfo-1000083536,,,,,,,Herb. Crypt. Trevis. 1: 12 (1851),IPNI Record: 77366644-1,https://www.ipni.org/n/77366644-1
urn:lsid:ipni.org:names:77366645-1,Polypodiaceae Polypodium rupestre R.Br.,(R.Br.),17200210-1,,,1: 11,,,,,,,,,,,,02/08/2025 18:20,04/08/2025 09:29,,,Polypodiaceae,Cyclophorus rupestris,Cyclophorus rupestris,Cyclophorus,(R.Br.) Trevis.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,17383330-1,Herb. Crypt. Trevis.,urn:lsid:ipni.org:publications:20058927-1,1851,1851,,Trevis.,spec.,Herb. Crypt. Trevis. 1: 11. 1851 ,,,,,11,rupestris,,,f,t,,,,,,,Trevis.@10816-1@1@aut$R.Br.@1192-1@2@bas,,,comb. nov.,,1.3,f,cyclophorus~rupestris,polypodiaceaecyclophorus~rupestris~,,wfo-1000083933,,,,,,,Herb. Crypt. Trevis. 1: 11 (1851),IPNI Record: 77366645-1,https://www.ipni.org/n/77366645-1
urn:lsid:ipni.org:names:77366646-1,Pteridaceae Acrostichum lepidopteris Langsd. & Fisch.,(Langsd. & Fisch.),17004150-1,,,1: 12,,,,,,,,,,,,02/08/2025 18:22,04/08/2025 09:30,,,Polypodiaceae,Marginaria lepidopteris,Marginaria lepidopteris,Marginaria,(Langsd. & Fisch.) Trevis.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,17144160-1,Herb. Crypt. Trevis.,urn:lsid:ipni.org:publications:20058927-1,1851,1851,,Trevis.,spec.,Herb. Crypt. Trevis. 1: 12. 1851 ,,,,,9,lepidopteris,,,f,t,,,,,,,Trevis.@10816-1@1@aut$Langsd.@5271-1@2@bas$Fisch.@0-0@3@bas,,,comb. nov.,,1.3,f,marginaria~lepidopteris,polypodiaceaemarginaria~lepidopteris~,,wfo-1000083934,,,,,,,Herb. Crypt. Trevis. 1: 12 (1851),IPNI Record: 77366646-1,https://www.ipni.org/n/77366646-1
urn:lsid:ipni.org:names:77366647-1,,,,,,1: 11,,,,,,,,,,,,02/08/2025 18:25,04/08/2025 09:55,,,Pteridaceae,Pteris allosorus,Pteris allosorus,Pteris,Trevis.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,328208-2,Herb. Crypt. Trevis.,urn:lsid:ipni.org:publications:20058927-1,1851,1851,,Trevis.,spec.,Herb. Crypt. Trevis. 1: 11. 1851 ,,,17015100-1,,9,allosorus,,,f,t,,,,,,,Trevis.@10816-1@1@aut,,,nom. nov.,,1.3,f,pteris~allosorus,pteridaceaepteris~allosorus~,,wfo-1000083537,,,,,,,Herb. Crypt. Trevis. 1: 11 (1851),IPNI Record: 77366647-1,https://www.ipni.org/n/77366647-1
urn:lsid:ipni.org:names:77366648-1,Lycopodiaceae Lycopodium dregei C.Presl,(C.Presl),321640-2,,,1: 16,,,,,,,,,,,,02/08/2025 18:30,04/08/2025 09:57,,,Selaginellaceae,Selaginella dregei,Selaginella dregei,Selaginella,(C.Presl) Trevis.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,30003748-2,Herb. Crypt. Trevis.,urn:lsid:ipni.org:publications:20058927-1,1851,1851,,Trevis.,spec.,Herb. Crypt. Trevis. 1: 16. 1851 ,,,,,11,dregei,,,f,t,,,,,,,Trevis.@10816-1@1@aut$C.Presl@25074-1@2@bas,,,comb. nov.,,1.3,f,selaginella~dregei,selaginellaceaeselaginella~dregei~,,wfo-1000083935,,,,,,,Herb. Crypt. Trevis. 1: 16 (1851),IPNI Record: 77366648-1,https://www.ipni.org/n/77366648-1
urn:lsid:ipni.org:names:77366649-1,Polypodiaceae Polypodium serra Sw.,(Sw.),207588-2,,,1: 7,,,,,,,,,,,,02/08/2025 18:34,04/08/2025 10:01,,,Dryopteridaceae,Polystichum serra,Polystichum serra,Polystichum,(Sw.) Trevis.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,327121-2,Herb. Crypt. Trevis.,urn:lsid:ipni.org:publications:20058927-1,1851,1851,,Trevis.,spec.,Herb. Crypt. Trevis. 1: 7. 1851 ,,,,,11,serra,,,f,t,,,,,,,Trevis.@10816-1@1@aut$Sw.@27408-1@2@bas,,,comb. nov.,,1.3,f,polystichum~serra,dryopteridaceaepolystichum~serra~,,wfo-1000083538,,,,,,,Herb. Crypt. Trevis. 1: 7 (1851),IPNI Record: 77366649-1,https://www.ipni.org/n/77366649-1
urn:lsid:ipni.org:names:77366650-1,,,,,,5: 17,,,,,,,,,,,,03/08/2025 20:40,03/08/2025 20:40,,,Rosaceae,Prunus × budae,Prunus × budae,Prunus,Pénzes,,t,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30003057-2,Magyar Kir. Kert. Tanintéz. Közlem.,urn:lsid:ipni.org:publications:20022358-1,1939,1939,,Pénzes,spec.,Magyar Kir. Kert. Tanintéz. Közlem. 5: 17. 1939 ,,,,,8,budae,,,f,t,,,,,,,Pénzes@7496-1@1@aut,,,tax. nov.,729525-1,1.1,f,prunus~budae,rosaceaeprunus~budae~,,wfo-1000083941,,,,,,,Magyar Kir. Kert. Tanintéz. Közlem. 5: 17 (1939),IPNI Record: 77366650-1,https://www.ipni.org/n/77366650-1
urn:lsid:ipni.org:names:77366651-1,Amaryllidaceae Corbularia Salisb. ex Haw.,(Salisb. ex Haw.),60468938-2,,,"7(2): 932, 933 footnote **",,,,,,,,,,,,03/08/2025 21:33,03/08/2025 21:33,,,Amaryllidaceae,Narcissus [infragen.unranked] Corbularia,Narcissus [infragen.unranked] Corbularia,Narcissus,(Salisb. ex Haw.) Schult.f.,,f,f,,,,corbularia,,,,,,,,,,,,,,,,,,,,,,,,,1558-1,"Syst. Veg., ed. 15[bis].",urn:lsid:ipni.org:publications:14665-2,1830,1830,,Schult.f.,[infragen.unranked],"Syst. Veg., ed. 15[bis]. 7(2): 932, 933 footnote **. 1830 ",,,,,11,,,,f,t,,,,,,,Salisb.@12809-1@2@bas$Haw.@3738-1@3@basEx$Schult.f.@9289-1@1@aut,,,stat. nov.,,1.1,f,narcissuscorbularia,amaryllidaceaenarcissuscorbularia~~,,wfo-1200114060,,,,,,,"Syst. Veg., ed. 15[bis]. 7(2): 932, 933 footnote ** (1830)",IPNI Record: 77366651-1,https://www.ipni.org/n/77366651-1
urn:lsid:ipni.org:names:77366652-1,Amaryllidaceae Ajax Salisb. ex Haw.,(Salisb. ex Haw.),60468667-2,,,"7(2): 936 ('Ajaces'), footnote *",,,,,,,,,,,,03/08/2025 21:37,03/08/2025 21:37,,,Amaryllidaceae,Narcissus [infragen.unranked] Ajax,Narcissus [infragen.unranked] Ajax,Narcissus,(Salisb. ex Haw.) Schult.f.,,f,f,,,,ajax,,,,,,,,,,,,,,,,,,,,,,,,,1558-1,"Syst. Veg., ed. 15[bis].",urn:lsid:ipni.org:publications:14665-2,1830,1830,,Schult.f.,[infragen.unranked],"Syst. Veg., ed. 15[bis]. 7(2): 936 ('Ajaces'), footnote *. 1830 ",,,,,11,,,,f,t,,,,,,,Salisb.@12809-1@2@bas$Schult.f.@9289-1@1@aut$Haw.@3738-1@3@basEx,,,stat. nov.,,1.1,f,narcissusajax,amaryllidaceaenarcissusajax~~,,wfo-1200114061,,,,,,,"Syst. Veg., ed. 15[bis]. 7(2): 936 ('Ajaces'), footnote * (1830)",IPNI Record: 77366652-1,https://www.ipni.org/n/77366652-1
urn:lsid:ipni.org:names:77366653-1,Amaryllidaceae Diomedes Haw.,(Haw.),1441-1,,,"7(2): 945, footnote *",,,,,,,,,,,,03/08/2025 21:40,03/08/2025 21:40,,,Amaryllidaceae,Narcissus [infragen.unranked] Diomedes,Narcissus [infragen.unranked] Diomedes,Narcissus,(Haw.) Schult.f.,,f,f,,,,diomedes,,,,,,,,,,,,,,,,,,,,,,,,,1558-1,"Syst. Veg., ed. 15[bis].",urn:lsid:ipni.org:publications:14665-2,1830,1830,,Schult.f.,[infragen.unranked],"Syst. Veg., ed. 15[bis]. 7(2): 945, footnote *. 1830 ",,,,,11,,,,f,t,,,,,,,Schult.f.@9289-1@1@aut$Haw.@3738-1@2@bas,,,stat. nov.,,1.1,f,narcissusdiomedes,amaryllidaceaenarcissusdiomedes~~,,wfo-1200114062,,,,,,,"Syst. Veg., ed. 15[bis]. 7(2): 945, footnote * (1830)",IPNI Record: 77366653-1,https://www.ipni.org/n/77366653-1
urn:lsid:ipni.org:names:77366654-1,Amaryllidaceae Queltia Salisb. ex Haw.,(Salisb. ex Haw.),60468941-2,,,"7(2): 947 ('Queltiae'), footnote *",,,,,,,,,,,,03/08/2025 21:46,03/08/2025 21:46,,,Amaryllidaceae,Narcissus [infragen.unranked] Queltia,Narcissus [infragen.unranked] Queltia,Narcissus,(Salisb. ex Haw.) Schult.f.,,f,f,,,,queltia,,,,,,,,,,,,,,,,,,,,,,,,,1558-1,"Syst. Veg., ed. 15[bis].",urn:lsid:ipni.org:publications:14665-2,1830,1830,,Schult.f.,[infragen.unranked],"Syst. Veg., ed. 15[bis]. 7(2): 947 ('Queltiae'), footnote *. 1830 ",,,,,11,,,,f,t,,,,,,,Haw.@3738-1@3@basEx$Schult.f.@9289-1@1@aut$Salisb.@12809-1@2@bas,,,stat. nov.,,1.1,f,narcissusqueltia,amaryllidaceaenarcissusqueltia~~,,wfo-1200114063,,,,,,,"Syst. Veg., ed. 15[bis]. 7(2): 947 ('Queltiae'), footnote * (1830)",IPNI Record: 77366654-1,https://www.ipni.org/n/77366654-1
urn:lsid:ipni.org:names:77366655-1,Amaryllidaceae Schisanthes Haw.,(Haw.),1626-1,,,"7(2): 951, footnote *",,,,,,,,,,,,03/08/2025 21:49,03/08/2025 21:49,,,Amaryllidaceae,Narcissus [infragen.unranked] Schisanthes,Narcissus [infragen.unranked] Schisanthes,Narcissus,(Haw.) Schult.f.,,f,f,,,,schisanthes,,,,,,,,,,,,,,,,,,,,,,,,,1558-1,"Syst. Veg., ed. 15[bis].",urn:lsid:ipni.org:publications:14665-2,1830,1830,,Schult.f.,[infragen.unranked],"Syst. Veg., ed. 15[bis]. 7(2): 951, footnote *. 1830 ",,,,,11,,,,f,t,,,,,,,Schult.f.@9289-1@1@aut$Haw.@3738-1@2@bas,,,stat. nov.,,1.1,f,narcissusschisanthes,amaryllidaceaenarcissusschisanthes~~,,wfo-1200114064,,,,,,,"Syst. Veg., ed. 15[bis]. 7(2): 951, footnote * (1830)",IPNI Record: 77366655-1,https://www.ipni.org/n/77366655-1
urn:lsid:ipni.org:names:77366656-1,Amaryllidaceae Philogyne Salisb. ex Haw.,(Salisb. ex Haw.),60469185-2,,,"7(2): 956 ('Philogynae'), footnote *",,,,,,,,,,,,03/08/2025 21:53,03/08/2025 21:53,,,Amaryllidaceae,Narcissus [infragen.unranked] Philogyne,Narcissus [infragen.unranked] Philogyne,Narcissus,(Salisb. ex Haw.) Schult.f.,,f,f,,,,philogyne,,,,,,,,,,,,,,,,,,,,,,,,,1558-1,"Syst. Veg., ed. 15[bis].",urn:lsid:ipni.org:publications:14665-2,1830,1830,,Schult.f.,[infragen.unranked],"Syst. Veg., ed. 15[bis]. 7(2): 956 ('Philogynae'), footnote *. 1830 ",,,,,11,,,,f,t,,,,,,,Haw.@3738-1@3@basEx$Salisb.@12809-1@2@bas$Schult.f.@9289-1@1@aut,,,stat. nov.,,1.1,f,narcissusphilogyne,amaryllidaceaenarcissusphilogyne~~,,wfo-1200114065,,,,,,,"Syst. Veg., ed. 15[bis]. 7(2): 956 ('Philogynae'), footnote * (1830)",IPNI Record: 77366656-1,https://www.ipni.org/n/77366656-1
urn:lsid:ipni.org:names:77366657-1,Amaryllidaceae Hermione Salisb. ex Haw.,(Salisb. ex Haw.),60468944-2,,,"7(2): 961 ('Hermiones'), footnote *",,,,,,,,,,,,03/08/2025 21:58,03/08/2025 21:58,,,Amaryllidaceae,Narcissus [infragen.unranked] Hermione,Narcissus [infragen.unranked] Hermione,Narcissus,(Salisb. ex Haw.) Schult.f.,,f,f,,,,hermione,,,,,,,,,,,,,,,,,,,,,,,,,1558-1,"Syst. Veg., ed. 15[bis].",urn:lsid:ipni.org:publications:14665-2,1830,1830,,Schult.f.,[infragen.unranked],"Syst. Veg., ed. 15[bis]. 7(2): 961 ('Hermiones'), footnote *. 1830 ",,,,,11,,,,f,t,,,,,,,Schult.f.@9289-1@1@aut$Haw.@3738-1@3@basEx$Salisb.@12809-1@2@bas,,,stat. nov.,,1.1,f,narcissushermione,amaryllidaceaenarcissushermione~~,,wfo-1200114066,,,,,,,"Syst. Veg., ed. 15[bis]. 7(2): 961 ('Hermiones'), footnote * (1830)",IPNI Record: 77366657-1,https://www.ipni.org/n/77366657-1
urn:lsid:ipni.org:names:77366759-1,,,,,,712(3): 259,,12,,8,,38648,2024,,"L. Valenzuela, T. Aronson, R. Zehnder, M. Aquino, C. Romero y A. Alanya",,,04/08/2025 06:27,05/08/2025 14:56,"Peru (Western South America, Southern America)",W,Rosaceae,Polylepis yanesha,Polylepis yanesha,Polylepis,L.Valenz. & T.Boza,,f,f,,,,,,,,10,25,56,"Pasco Region, Prov. Oxapampa, Dist. Huancabamba, Peasant Community of Santa Bárbara, Yanachaga Chemillén National Park buffer zone, 3850 m",75,42,56,,,,,,S,,,,,,,,,33968-1,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [1 Aug 2025],[1 Aug 2025],L.Valenz. & T.Boza,spec.,Phytotaxa 712(3): 259. 2025 [1 Aug 2025] [epublished],[epublished],"doi:10.11646/phytotaxa.712.3.3 [english] Etymology: named after the Yánesha people, who inhabit the Pichis and Palcazú river basins in the BIOAY.",,,11,yanesha,,,f,t,,holotype HOXA;isotype MO;isotype USM,,,,,T.Boza@20028274-1@2@aut$L.Valenz.@20009317-2@1@aut,,,tax. nov.,,1.2,f,polylepis~yanesha,rosaceaepolylepis~yanesha~,,wfo-1000083539,,,,,,,Phytotaxa 712(3): 259 (2025),IPNI Record: 77366759-1,https://www.ipni.org/n/77366759-1
urn:lsid:ipni.org:names:77366760-1,,,,,,2025-40: 1,,14,,9,,21896,2018,,Ahart,,,04/08/2025 06:31,04/08/2025 15:30,"California (Southwestern U.S.A., Northern America)",W,Asteraceae,Pyrrocoma ahartii,Pyrrocoma ahartii,Pyrrocoma,G.L.Nesom,,f,f,,,,,,,,39,54,22,"Plumas Co.: 4.9 air mi SW of Quincy, 1.2 air mi NNW of Deanes Valley Campground, 3.2 air mi SE of Spanish Ranch, just E of USFS Rd 24N29, ca. 915 ft W of Rock Creek, 4200 ft",121,1,49,,,,,,N,,,,,,,,,30000321-2,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [23 Jul 2025],[23 Jul 2025],G.L.Nesom,spec.,Phytoneuron 2025-40: 1. [23 Jul 2025] [epublished],[epublished],"[english] Etymology: named for Lowell Ahart, collector of the type specimen.",,,11,ahartii,,,f,t,,holotype CHSC,,,,,G.L.Nesom@13601-1@1@aut,,,tax. nov.,,1.3,f,pyrrocoma~ahartii,asteraceaepyrrocoma~ahartii~,,wfo-1000083540,,,,,,,Phytoneuron 2025-40: 1 (2025),IPNI Record: 77366760-1,https://www.ipni.org/n/77366760-1
urn:lsid:ipni.org:names:77366761-1,,,,,,2025-19: 1,,18,,7,,10552,1991,,B.Ertter,,,04/08/2025 06:36,05/09/2025 13:38,"Idaho (Northwestern U.S.A., Northern America)",,Asteraceae,Pyrrocoma ertterae,Pyrrocoma ertterae,Pyrrocoma,G.L.Nesom,,f,f,,,,,,,,,,,"Valley Co.: c. 23 air mi N of Lowman, Boise Natl Forest Rd 563 (Bearskin Creek Rd) 0.3 mi S of Rd 579, T12N R8E Sec 3 NW, c. 6400 ft",,,,,,,,,,,,,,,,,,30000321-2,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [30 Apr 2025],[30 Apr 2025],G.L.Nesom,spec.,Phytoneuron 2025-19: 1. [30 Apr 2025] [epublished],[epublished],"[english] Etymology: name recognizes Dr. Barbara Ertter, a specialist in Rosaceae taxonomy who has made significant contributions to a knowledge of the Idaho and California floras and who made several collections of the newly recognized species.",,,11,ertterae,,,f,t,,holotype TEX,,,,,G.L.Nesom@13601-1@1@aut,,,tax. nov.,,1.4,f,pyrrocoma~ertterae,asteraceaepyrrocoma~ertterae~,,wfo-1000083541,,,,,,,Phytoneuron 2025-19: 1 (2025),IPNI Record: 77366761-1,https://www.ipni.org/n/77366761-1
urn:lsid:ipni.org:names:77366762-1,,,,,,2025-19: 7,,20,,8,,3704,1985,,R. Rosentreter,,,04/08/2025 06:39,04/08/2025 11:12,"Idaho (Northwestern U.S.A., Northern America)",W,Asteraceae,Pyrrocoma salsa,Pyrrocoma salsa,Pyrrocoma,G.L.Nesom,,f,f,,,,,,,,42,47,57,"Caribou Co.: along Stump Creek, which flows into Salt River near Afton, Wyoming, T7S R46E S21, 6158 ft",111,5,3,,,,,,N,,,,,,,,,30000321-2,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [30 Apr 2025],[30 Apr 2025],G.L.Nesom,spec.,Phytoneuron 2025-19: 7. [30 Apr 2025] [epublished],[epublished],[english] Etymology: name alludes to the salty habitat.,,,11,salsa,,,f,t,,holotype CIC;isotype BBLM;isotype NY,,,,,G.L.Nesom@13601-1@1@aut,,,tax. nov.,,1.3,f,pyrrocoma~salsa,asteraceaepyrrocoma~salsa~,,wfo-1000083542,,,,,,,Phytoneuron 2025-19: 7 (2025),IPNI Record: 77366762-1,https://www.ipni.org/n/77366762-1
urn:lsid:ipni.org:names:77366763-1,,,,,,2025-19: 8,,20,,7,,9417,1952,,W.H.Baker,,,04/08/2025 06:42,04/08/2025 11:21,"Idaho (Northwestern U.S.A., Northern America)",,Asteraceae,Pyrrocoma elliptica,Pyrrocoma elliptica,Pyrrocoma,G.L.Nesom,,f,f,,,,,,,,,,,"Caribou Co.: Hooper Springs, 2.5 mi NW of Soda Springs",,,,,,,,,,,,,,,,,,30000321-2,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [30 Apr 2025],[30 Apr 2025],G.L.Nesom,spec.,Phytoneuron 2025-19: 8. [30 Apr 2025] [epublished],[epublished],[english] Etymology: name alludes to the prominently elliptic blades of the basal leaves.,,,11,elliptica,,,f,t,,holotype WTU;isotype ID;isotype NY,,,,,G.L.Nesom@13601-1@1@aut,,,tax. nov.,,1.3,f,pyrrocoma~elliptica,asteraceaepyrrocoma~elliptica~,,wfo-1000083543,,,,,,,Phytoneuron 2025-19: 8 (2025),IPNI Record: 77366763-1,https://www.ipni.org/n/77366763-1
urn:lsid:ipni.org:names:77366764-1,,,,,,2025-39: 2,,27,,7,,5310,2021,,A. Howald,,,04/08/2025 06:49,04/08/2025 14:51,"California (Southwestern U.S.A., Northern America)",W,Asteraceae,Pyrrocoma peregrina,Pyrrocoma peregrina,Pyrrocoma,G.L.Nesom,,f,f,,,,,,,,37,37,7,"Mono Co.: Basin NE of and below Mammoth Rock, draining eastward, 7999 ft",118,58,54,,,,,,N,,,,,,,,,30000321-2,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [23 Jul 2025],[23 Jul 2025],G.L.Nesom,spec.,Phytoneuron 2025-39: 2. [23 Jul 2025] [epublished],[epublished],[english],,,11,peregrina,,,f,t,,holotype CAS;isotype DAV;isotype RENO,,,,,G.L.Nesom@13601-1@1@aut,,,tax. nov.,,1.3,f,pyrrocoma~peregrina,asteraceaepyrrocoma~peregrina~,,wfo-1000083544,,,,,,,Phytoneuron 2025-39: 2 (2025),IPNI Record: 77366764-1,https://www.ipni.org/n/77366764-1
urn:lsid:ipni.org:names:77366765-1,,,,,,261: 61,,25,,3,,24-259,2024,,S.Chokrassameehirun,,,04/08/2025 08:01,06/08/2025 13:34,"Thailand (Indo-China, Asia-Tropical)",E,Hymenophyllaceae,Didymoglossum radiatum,Didymoglossum radiatum,Didymoglossum,"Chokrass., Kraichak & Jaruwatt.",,f,f,,,,,,,,5,47,,"Yala: Waeng District, Hala–Bala Wildlife Sanctuary, c. 112 m",101,49,,,,,,,N,,,,,,,,,144494-3,PhytoKeys,urn:lsid:ipni.org:publications:20011997-1,2025,2025 [6 Aug 2025],[6 Aug 2025],"Chokrass., Kraichak & Jaruwatt.",spec.,PhytoKeys 261: 61. 2025 [6 Aug 2025] [epublished],[epublished],doi:10.3897/phytokeys.261.157609 [english] Etymology: the specific epithet refers to the radiate and parallel arrangement of false veinlets on the fronds.,,,11,radiatum,,,f,t,,holotype BKF;isotype QBG,,,,,Jaruwatt.@20048319-1@3@aut$Kraichak@20038614-1@2@aut$Chokrass.@20090911-1@1@aut,,,tax. nov.,,1.4,f,didymoglossum~radiatum,hymenophyllaceaedidymoglossum~radiatum~,,wfo-1000083545,,,,,,,PhytoKeys 261: 61 (2025),IPNI Record: 77366765-1,https://www.ipni.org/n/77366765-1
